,final_match_id,final_qual,final_match,num_pdbs,PDB,ALPHAFOLD,ALPHAFOLD_MULTIMER,SWISS,ITASSER
Unmodelled_MONOMER_b1943,Unmodelled_MONOMER_b1943_&_full_match_2,59.908,{'AF-P52614-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0877,Unmodelled_MONOMER_b0877_&_full_match_0,88.96809090909092,{'AF-P75829-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
FORMATEDEHYDROGN-CPLX,FORMATEDEHYDROGN-CPLX_&_subset_match_2,95.10497951979968,"{'FDNI_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 2, 'FDNG_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 2, 'P0AAJ3_2_290_1kqf_&_NOBFS_0': 2, 'b1475_1__b1474_1__b1476_1__AlphaMulti': 1}",7.0,,,0.3331876775180249,0.1284684291020319,0.5383438933799432
NADH-DHI-CPLX,NADH-DHI-CPLX_&_full_match_0,97.229848298483,{'7z7v-assembly1.cif_&_MATCH_171': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b2562,Unmodelled_MONOMER_b2562_&_full_match_0,94.2,{'P52102_2_82_2zvs_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2561,Unmodelled_MONOMER_b2561_&_full_match_1,92.59634751773048,{'AF-P37767-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2560,Unmodelled_MONOMER_b2560_&_full_match_1,96.2,{'P0AD42_7_209_3fvv_&_NOBFS_0': 1},1.0,,,,1.0,
AROP-MONOMER,AROP-MONOMER_&_full_match_2,96.3,{'P15993_9_448_5oqt_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2565,Unmodelled_MONOMER_b2565_&_full_match_0,95.9,{'P0A7H3_2_233_3q8d_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_PENTAMER_b1520,Unmodelled_PENTAMER_b1520_&_full_match_0,88.16,{'P76146_22_292_4wd7_&_NOBFS_0': 1},1.0,,,,1.0,
PGLYCDEHYDROG-CPLX,PGLYCDEHYDROG-CPLX_&_full_match_0,98.5,{'P0A9T0_7_410_1psd_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2569,Unmodelled_MONOMER_b2569_&_full_match_0,99.3,{'P60785_5_599_3jce_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2568,Unmodelled_MONOMER_b2568_&_full_match_1,90.16089506172838,{'AF-P00803-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
GARTRANSFORMYL2-MONOMER,GARTRANSFORMYL2-MONOMER_&_full_match_1,99.7,{'P33221_2_392_1kjq_&_NOBFS_0': 1},1.0,,,,1.0,
G6340-MONOMER,G6340-MONOMER_&_full_match_1,96.1243169398907,{'AF-P0A6G5-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2365,Unmodelled_MONOMER_b2365_&_full_match_0,86.59932584269664,{'AF-P08555-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3819,Unmodelled_MONOMER_b3819_&_full_match_0,92.3784797297297,{'AF-P27844-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3548,Unmodelled_MONOMER_b3548_&_full_match_0,66.4,{'YHJY_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
CPLX0-7848,CPLX0-7848_&_full_match_0,95.45,{'P39300_1_339_2wyl_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2361,Unmodelled_MONOMER_b2361_&_full_match_0,97.11258426966292,{'AF-P76514-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2360,Unmodelled_MONOMER_b2360_&_full_match_1,86.21864963503651,{'AF-P76513-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2363,Unmodelled_MONOMER_b2363_&_full_match_1,78.14871287128713,{'AF-P76516-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2362,Unmodelled_MONOMER_b2362_&_full_match_1,89.87275,{'AF-P76515-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7843,CPLX0-7843_&_full_match_1,87.92,{'P0AC23_29_280_3kcv_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7841,CPLX0-7841_&_subset_match_1,31.55,"{'1tll-assembly1.cif_&_NOBFS_0': 3, 'P38038_11_599_6j7a_&_NOBFS_0': 2}",5.0,0.75,,,0.25,
CPLX0-7847,CPLX0-7847_&_full_match_0,99.7,{'P19624_2_329_1ps7_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3547,Unmodelled_MONOMER_b3547_&_full_match_0,96.8,{'P37662_7_395_6g9x_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7844,CPLX0-7844_&_full_match_0,89.60466739367502,{'CPLX0-7844_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-1669,CPLX0-1669_&_full_match_1,90.60259717314487,{'CPLX0-1669_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-1668,CPLX0-1668_&_full_match_0,92.90704347826087,{'CPLX0-1668_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b0631,Unmodelled_MONOMER_b0631_&_full_match_0,100.0,{'1rwu-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b4281,Unmodelled_MONOMER_b4281_&_full_match_1,88.84776315789475,{'AF-P39354-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2969,Unmodelled_MONOMER_b2969_&_full_match_2,73.5,{'YGHE_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b2968,Unmodelled_MONOMER_b2968_&_full_match_1,82.6,{'Q46832_30_176_3jc9_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2966,Unmodelled_MONOMER_b2966_&_full_match_0,92.28770212765957,{'AF-Q46831-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG10606-MONOMER,EG10606-MONOMER_&_full_match_1,92.7,{'P0AD65_36_622_3zg5_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1685,Unmodelled_MONOMER_b1685_&_full_match_1,93.13548387096772,{'AF-P64476-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-1667,CPLX0-1667_&_full_match_1,97.2,{'P76503_12_435_4dd5_&_NOBFS_0': 1},1.0,,,,1.0,
G7457-MONOMER,G7457-MONOMER_&_full_match_1,91.2,{'P0A935_24_356_2gae_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0700,Unmodelled_MONOMER_b0700_&_full_match_3,80.45007874015748,{'AF-P16918-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0703,Unmodelled_MONOMER_b0703_&_full_match_2,74.60345911949685,{'AF-P77779-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0702,Unmodelled_MONOMER_b0702_&_full_match_1,89.00324074074075,{'AF-P0AAU5-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0705,Unmodelled_MONOMER_b0705_&_full_match_1,85.6976455026455,{'AF-P75741-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0704,Unmodelled_MONOMER_b0704_&_full_match_0,85.7671957671958,{'AF-P28915-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0707,Unmodelled_MONOMER_b0707_&_full_match_1,95.10822485207102,{'AF-P24252-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0706,Unmodelled_MONOMER_b0706_&_full_match_1,88.02252964426876,{'AF-P28916-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0708,Unmodelled_MONOMER_b0708_&_full_match_2,99.6,{'PHR_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
ENOLASE-CPLX,ENOLASE-CPLX_&_full_match_1,99.8,{'P0A6P9_1_431_6d3q_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2707,Unmodelled_MONOMER_b2707_&_full_match_1,93.31167315175095,{'AF-P15082-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2706,Unmodelled_MONOMER_b2706_&_full_match_0,83.06168067226889,{'AF-P15081-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3382,Unmodelled_MONOMER_b3382_&_full_match_0,95.24966666666666,{'AF-P45551-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3383,Unmodelled_MONOMER_b3383_&_full_match_0,92.19046511627909,{'AF-P45552-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3387,Unmodelled_MONOMER_b3387_&_full_match_2,90.49910071942446,{'AF-P0AEE8-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3388,Unmodelled_MONOMER_b3388_&_full_match_2,59.58168224299066,{'AF-P11557-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b2079,Unmodelled_DIMER_b2079_&_full_match_1,96.7,{'P69228_9_240_4b09_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2709,Unmodelled_MONOMER_b2709_&_full_match_2,85.45013888888887,{'AF-P37013-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG10153-DIMER,EG10153-DIMER_&_full_match_0,98.1,{'P12281_7_409_1g8r_&_NOBFS_0': 1},1.0,,,,1.0,
RplS_mono,RplS_mono_&_full_match_0,99.1,{'P0A7K6_2_115_4v85_&_NOBFS_0': 1},1.0,,,,1.0,
METNIQ-METHIONINE-ABC-CPLX,METNIQ-METHIONINE-ABC-CPLX_&_full_match_0,87.18787203450754,{'METNIQ-METHIONINE-ABC-CPLX_AlphaMulti': 1},1.0,,,1.0,,
G6176-MONOMER_G6177-MONOMER_G6178-MONOMER,G6176-MONOMER_G6177-MONOMER_G6178-MONOMER_&_full_match_0,95.94020105820108,{'G6176-MONOMER_G6177-MONOMER_G6178-MONOMER_AlphaMulti': 1},1.0,,,1.0,,
G6708-HEXAMER,G6708-HEXAMER_&_full_match_0,99.6,{'6jql-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
EG11984-MONOMER,EG11984-MONOMER_&_full_match_2,95.88403061224487,{'AF-P37750-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-8238,CPLX0-8238_&_full_match_0,86.71066543438076,{'CPLX0-8238_AlphaMulti': 1},1.0,,,1.0,,
YheN_mono,YheN_mono_&_full_match_2,100.0,{'P45532_1_128_2d1p_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1112,Unmodelled_MONOMER_b1112_&_full_match_2,100.0,{'P0AB40_1_85_2noc_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4683,Unmodelled_MONOMER_b4683_&_full_match_0,88.72538461538461,{'AF-C1P613-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
E3-CPLX,E3-CPLX_&_full_match_0,99.4,{'P0A9P0_2_472_4jdr_&_NOBFS_0': 1},1.0,,,,1.0,
RIBONUCLEOSIDE-DIP-REDUCTII-CPLX,RIBONUCLEOSIDE-DIP-REDUCTII-CPLX_&_full_match_0,83.09569215876087,{'2bq1-assembly1.cif_&_MATCH_1': 1},1.0,1.0,,,,
GPT-CPLX,GPT-CPLX_&_full_match_1,98.375,{'P0A9M5_3_152_1a96_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2496,Unmodelled_MONOMER_b2496_&_full_match_3,97.4,{'P69931_5_231_5x06_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2495,Unmodelled_MONOMER_b2495_&_full_match_1,96.6,{'P76569_4_118_3rdw_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2086,Unmodelled_MONOMER_b2086_&_full_match_3,98.3,{'P76407_5_298_2bon_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2493,Unmodelled_MONOMER_b2493_&_full_match_0,85.44864022662891,{'AF-P0AFI9-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2491,Unmodelled_MONOMER_b2491_&_full_match_3,78.97598507462686,{'AF-P71229-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7717,CPLX0-7717_&_full_match_0,83.5031294117647,{'CPLX0-7717_AlphaMulti': 1},1.0,,,1.0,,
PC00007,PC00007_&_full_match_1,98.1,{'6f9k-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
PC00004,PC00004_&_full_match_1,95.7,{'P0ACJ8_8_208_3hif_&_NOBFS_0': 1},1.0,,,,1.0,
PC00005,PC00005_&_full_match_1,72.38433760683762,{'PC00005_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b3142,Unmodelled_MONOMER_b3142_&_full_match_0,90.7,{'P42913_19_194_6erj_&_NOBFS_0': 1},1.0,,,,1.0,
PC00003,PC00003_&_full_match_1,81.53039383561644,{'PC00003_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b3141,Unmodelled_MONOMER_b3141_&_full_match_0,92.4,{'P42912_20_251_2bkv_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-246_CPLX0-1342,CPLX0-246_CPLX0-1342_&_full_match_1,94.00083639705885,{'CPLX0-246_CPLX0-1342_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b2638,Unmodelled_MONOMER_b2638_&_full_match_2,94.2,{'P0CF86_3_100_1jzw_&_NOBFS_0': 1},1.0,,,,1.0,
TilS_mono,TilS_mono_&_full_match_0,99.8,{'P52097_2_432_1ni5_&_NOBFS_0': 1},1.0,,,,1.0,
EG10041-MONOMER,EG10041-MONOMER_&_full_match_1,98.8,{'AMPD_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b2145,Unmodelled_MONOMER_b2145_&_full_match_1,93.57075949367088,{'AF-P64536-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2144,Unmodelled_MONOMER_b2144_&_full_match_2,89.35916317991631,{'AF-P0AFY2-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
RpsG_mono,RpsG_mono_&_full_match_2,86.7132960893855,{'AF-P02359-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PHENPRODIOLDEHYDROG-TETRAMER,PHENPRODIOLDEHYDROG-TETRAMER_&_full_match_1,98.9,{'P0CI31_4_270_3zv6_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2141,Unmodelled_MONOMER_b2141_&_full_match_0,90.33053030303032,{'AF-P60632-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2636,Unmodelled_MONOMER_b2636_&_full_match_0,75.45986394557823,{'AF-O52982-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2635,Unmodelled_MONOMER_b2635_&_full_match_1,79.52705128205129,{'AF-P52134-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2142,Unmodelled_MONOMER_b2142_&_full_match_1,90.47489177489176,{'AF-P0AD19-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11189-MONOMER,EG11189-MONOMER_&_full_match_3,97.8,{'P24173_1_312_2gt1_&_NOBFS_0': 1},1.0,,,,1.0,
UXAC-TRIMER,UXAC-TRIMER_&_full_match_0,99.3,{'P0A8G3_2_468_3iac_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-8120,CPLX0-8120_&_full_match_0,90.05828980623421,{'CPLX0-8120_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-8125,CPLX0-8125_&_full_match_0,81.01712901271956,{'CPLX0-8125_AlphaMulti': 1},1.0,,,1.0,,
DEOA-CPLX,DEOA-CPLX_&_full_match_0,100.0,{'P07650_1_440_2tpt_&_NOBFS_0': 1},1.0,,,,1.0,
PGAM2-MONOMER,PGAM2-MONOMER_&_full_match_0,97.4,{'GPMB_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
TYRS-CPLX,TYRS-CPLX_&_full_match_1,99.2,{'P0AGJ9_4_424_6hb7_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2188,Unmodelled_MONOMER_b2188_&_full_match_3,90.84621160409556,{'AF-P0AD27-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2389,Unmodelled_MONOMER_b2389_&_full_match_0,91.515,{'AF-P67729-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2383,Unmodelled_MONOMER_b2383_&_full_match_2,87.23971119133577,{'AF-P77439-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2382,Unmodelled_MONOMER_b2382_&_full_match_1,89.46056140350878,{'AF-P77396-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2381,Unmodelled_MONOMER_b2381_&_full_match_1,90.04618852459015,{'AF-P0AE39-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2380,Unmodelled_MONOMER_b2380_&_full_match_0,87.66417699115044,{'AF-P0AA93-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2387,Unmodelled_MONOMER_b2387_&_full_match_0,100.0,{'P69808_1_108_2kyr_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2386,Unmodelled_MONOMER_b2386_&_full_match_0,88.69640963855421,{'AF-P77579-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_HEXAMER_b1253,Unmodelled_HEXAMER_b1253_&_full_match_0,93.9,{'P0A8Z0_9_132_1yli_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3663,Unmodelled_MONOMER_b3663_&_full_match_0,90.8152,{'AF-P0ADL3-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
G7410-MONOMER,G7410-MONOMER_&_full_match_1,89.42110803324098,{'AF-P41052-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
YADQ-DIMER,YADQ-DIMER_&_full_match_1,93.55,{'2exw-assembly1.cif_&_MATCH_1': 1},1.0,1.0,,,,
ABC-5-CPLX,ABC-5-CPLX_&_full_match_0,94.1689265536723,{'2qi9-assembly1.cif_&_MATCH_23': 1},1.0,1.0,,,,
Unmodelled_HEXAMER_b0107,Unmodelled_HEXAMER_b0107_&_full_match_0,82.63333333333334,{'P36645_77_458_5zfr_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1968,Unmodelled_MONOMER_b1968_&_full_match_0,85.74694690265486,{'AF-P76339-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0162,Unmodelled_MONOMER_b0162_&_full_match_1,90.21438961038963,{'AF-P37047-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-3781,CPLX0-3781_&_full_match_0,85.93308,{'CPLX0-3781_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_TRIMER_b1400,Unmodelled_TRIMER_b1400_&_full_match_1,84.7,{'P77181_2_167_4mfg_&_NOBFS_0': 1},1.0,,,,1.0,
RplV_mono,RplV_mono_&_full_match_1,100.0,{'P61175_1_110_4v9d_&_NOBFS_0': 1},1.0,,,,1.0,
PHOSMANMUT-MONOMER,PHOSMANMUT-MONOMER_&_full_match_1,98.9,{'P24175_4_454_5kl0_&_NOBFS_0': 1},1.0,,,,1.0,
ABC-21-CPLX,ABC-21-CPLX_&_full_match_0,88.86460106382978,{'ABC-21-CPLX_AlphaMulti': 1},1.0,,,1.0,,
PITB-MONOMER,PITB-MONOMER_&_full_match_0,87.5516032064128,{'AF-P43676-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11822-MONOMER,EG11822-MONOMER_&_full_match_0,94.18784037558686,{'AF-P37906-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ABC-52-CPLX,ABC-52-CPLX_&_full_match_0,84.59445482866042,{'ABC-52-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_24-MER_b1182,Unmodelled_24-MER_b1182_&_full_match_0,94.09999999999998,{'2wcd-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
G7496-MONOMER,G7496-MONOMER_&_full_match_2,99.5,{'Q46810_1_191_2waw_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b3075,Unmodelled_DIMER_b3075_&_full_match_1,99.4,{'P06846_3_327_1vpw_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2030,Unmodelled_MONOMER_b2030_&_full_match_0,92.61420245398773,{'AF-P0CE54-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
SULFITE-REDUCT-CPLX,SULFITE-REDUCT-CPLX_&_subset_match_0,37.50969457013575,"{'AF-P17846-F1-model_v2_&_NOBFS_0': 4, '1tll-assembly1.cif_&_NOBFS_0': 4}",8.0,0.6776018099547512,0.3223981900452489,,,
ALPHAGALACTOSID-CPLX,ALPHAGALACTOSID-CPLX_&_full_match_2,95.66848115299335,{'ALPHAGALACTOSID-CPLX_AlphaMulti': 1},1.0,,,1.0,,
HMP-P-KIN-CPLX,HMP-P-KIN-CPLX_&_full_match_1,100.0,{'P76422_1_266_1jxi_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2186,Unmodelled_MONOMER_b2186_&_full_match_0,92.8893432835821,{'AF-P33920-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3668,Unmodelled_MONOMER_b3668_&_full_match_3,86.36546,{'AF-P09835-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
GALACTONATE-DEHYDRATASE-MONOMER,GALACTONATE-DEHYDRATASE-MONOMER_&_full_match_1,99.7,{'Q6BF17_2_382_3rr1_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7712,CPLX0-7712_&_full_match_0,100.0,{'P32056_1_159_2gt4_&_NOBFS_0': 1},1.0,,,,1.0,
YGGA-MONOMER,YGGA-MONOMER_&_full_match_0,87.230663507109,{'AF-P11667-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b2101,Unmodelled_DIMER_b2101_&_full_match_1,93.5,{'P0ACM5_16_247_4u0v_&_NOBFS_0': 1},1.0,,,,1.0,
2-DEHYDROPANTOATE-REDUCT-MONOMER,2-DEHYDROPANTOATE-REDUCT-MONOMER_&_full_match_2,98.2,{'PANE_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Fmt_mono,Fmt_mono_&_full_match_3,99.8,{'FMT_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b4223,Unmodelled_MONOMER_b4223_&_full_match_0,50.13146067415729,{'AF-A0A385XK32-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
KDGT-MONOMER,KDGT-MONOMER_&_full_match_1,90.77834862385322,{'AF-P0A712-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_TRIMER_b3234,Unmodelled_TRIMER_b3234_&_full_match_0,70.8,{'P39099_38_359_3stj_&_NOBFS_0': 1},1.0,,,,1.0,
NUPG-MONOMER,NUPG-MONOMER_&_full_match_2,95.9,{'7dla-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b4464,Unmodelled_MONOMER_b4464_&_full_match_0,82.88494505494506,{'AF-Q46817-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PD04413,PD04413_&_full_match_1,91.45321951219513,{'AF-P27278-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4465,Unmodelled_MONOMER_b4465_&_full_match_1,96.55915294117645,{'AF-P52048-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1758,Unmodelled_MONOMER_b1758_&_full_match_1,94.6,{'YNJF_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
DCYSDESULF-CPLX,DCYSDESULF-CPLX_&_full_match_0,99.7,{'P76316_1_328_4d97_&_NOBFS_0': 1},1.0,,,,1.0,
GLUCOKIN-DIMER,GLUCOKIN-DIMER_&_full_match_0,99.1,{'P0A6V8_3_320_1sz2_&_NOBFS_0': 1},1.0,,,,1.0,
NRDACTMULTI-CPLX,NRDACTMULTI-CPLX_&_full_match_0,89.30139722863741,{'NRDACTMULTI-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b1608,Unmodelled_MONOMER_b1608_&_full_match_3,98.3,{'P52108_1_235_5u8k_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1607,Unmodelled_MONOMER_b1607_&_full_match_1,94.51540540540545,{'AF-P0ACX0-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1604,Unmodelled_MONOMER_b1604_&_full_match_1,80.42904458598726,{'AF-P76177-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
GreB_mono,GreB_mono_&_full_match_0,98.7,{'P30128_1_156_6ri7_&_NOBFS_0': 1},1.0,,,,1.0,
H2PTERIDINEPYROPHOSPHOKIN-MONOMER,H2PTERIDINEPYROPHOSPHOKIN-MONOMER_&_full_match_2,100.0,{'P26281_1_159_5etk_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4018,Unmodelled_MONOMER_b4018_&_full_match_2,88.19835766423357,{'AF-P16528-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7629,CPLX0-7629_&_full_match_0,97.05,{'P13738_10_388_4au5_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7444,CPLX0-7444_&_full_match_0,95.2,{'P21362_1_158_4eru_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_TETRAMER_b1694,Unmodelled_TETRAMER_b1694_&_full_match_0,99.1,{'P37766_4_529_2ahw_&_NOBFS_0': 1},1.0,,,,1.0,
EG11353-MONOMER,EG11353-MONOMER_&_full_match_2,93.11789940828406,{'AF-P27129-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_TETRAMER_b1867,Unmodelled_TETRAMER_b1867_&_full_match_0,99.475,{'P0ADI7_1_188_1j2r_&_NOBFS_0': 1},1.0,,,,1.0,
