UniProt AC,Entry Name,TM Helix,Length,Native,TM-score,hyperlink
P0AG82,PSTS_ECOLI,19.0,346.0,1ixhA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12591
P33024,PSUT_ECOLI,184.0,416.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12594
P05458,PTRA_ECOLI,5.0,962.0,1q2lA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12597
P69786,PTGCB_ECOLI,195.0,477.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12600
P37177,PT1P_ECOLI,0.0,748.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12603
P0A7D7,PUR7_ECOLI,0.0,237.0,2gqsA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12606
P0AG16,PUR1_ECOLI,2.0,505.0,1ecfB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12609
P15254,PUR4_ECOLI,0.0,1295.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12612
P31466,PURP_ECOLI,264.0,445.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12615
P37051,PURU_ECOLI,0.0,280.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12618
P78061,PUUA_ECOLI,0.0,472.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12621
P76038,PUUD_ECOLI,0.0,254.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12624
P0A9U6,PUUR_ECOLI,0.0,185.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12627
P0A786,PYRB_ECOLI,0.0,311.0,1ekxA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12630
P0A7E3,PYRE_ECOLI,0.0,213.0,1oroA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12633
P0A7E9,PYRH_ECOLI,2.0,241.0,2bneB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12636
P28304,QOR1_ECOLI,0.0,327.0,1qorA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12639
P39376,QSED_ECOLI,0.0,303.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12642
Q46920,QUEF_ECOLI,0.0,282.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12645
P60240,RAPA_ECOLI,0.0,968.0,3dmqA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12649
P0AGL5,RATA_ECOLI,0.0,158.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12652
P04983,RBSA_ECOLI,1.0,501.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12655
P0A9J6,RBSK_ECOLI,0.0,309.0,1gqtB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12658
P69405,RCSA_ECOLI,0.0,207.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12661
P39838,RCSD_ECOLI,36.0,890.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12664
P0C0K3,RDOA_ECOLI,0.0,328.0,1zylA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12667
P07648,EX5C_ECOLI,0.0,1122.0,1w36C,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12670
P0A7H0,RECF_ECOLI,0.0,357.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12673
P05824,RECN_ECOLI,0.0,553.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12676
P0A7H6,RECR_ECOLI,0.0,201.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12679
P09980,REP_ECOLI,0.0,673.0,1uaaA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12683
P37692,RFAF_ECOLI,0.0,348.0,1pswA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12686
P27128,RFAI_ECOLI,0.0,339.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12689
P25741,RFAP_ECOLI,0.0,265.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12692
P27240,RFAY_ECOLI,2.0,232.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12695
P37745,RMLC_ECOLI,0.0,185.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12698
P27833,RFFA_ECOLI,0.0,376.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12702
P32170,RHAA_ECOLI,0.0,419.0,1de5A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12705
P09378,RHAR_ECOLI,0.0,282.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12708
P0A8J8,RHLB_ECOLI,0.0,421.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12711
P77215,RHMD_ECOLI,1.0,401.0,2i5qB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12714
P0AG30,RHO_ECOLI,0.0,419.0,1pvoA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12717
P16918,RHSC_ECOLI,0.0,1397.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12720
P0AA67,RHTA_ECOLI,171.0,295.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12723
P0A7I7,RIBA_ECOLI,0.0,196.0,2bz0B,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12726
P0AFU8,RISA_ECOLI,0.0,213.0,1i8dA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12729
P41409,RIHA_ECOLI,0.0,311.0,3g5iA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12732
P0A948,RIMJ_ECOLI,0.0,194.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12735
P0A7X6,RIMM_ECOLI,0.0,182.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12738
P63177,RLMB_ECOLI,1.0,243.0,1gz0A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12741
P0A8I8,RLMH_ECOLI,2.0,155.0,1ns5B,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12744
P36979,RLMN_ECOLI,0.0,384.0,3rfaB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12747
P37765,RLUB_ECOLI,0.0,291.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12750
P75966,RLUE_ECOLI,0.0,217.0,2omlA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12753
P61887,RMLA2_ECOLI,2.0,293.0,1mc3A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12756
P30850,RNB_ECOLI,0.0,644.0,2ix1A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12759
P21513,RNE_ECOLI,1.0,1061.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12762
P77611,RNFC_ECOLI,0.0,740.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12765
P77285,RNFG_ECOLI,11.0,206.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12768
P10442,RNH2_ECOLI,0.0,198.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12771
P0ACI0,ROB_ECOLI,0.0,289.0,1d5yA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12774
P0CG19,RNPH_ECOLI,0.0,228.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12777
P0A7L0,RL1_ECOLI,0.0,234.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12780
P60723,RL4_ECOLI,0.0,201.0,1vs6E,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12783
P0A7J3,RL10_ECOLI,2.0,165.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12786
P0A8T7,RPOC_ECOLI,0.0,1407.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12789
P0AGB3,RP32_ECOLI,0.0,284.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12792
P0A776,RPPH_ECOLI,0.0,176.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12795
P0A7V3,RS3_ECOLI,0.0,233.0,1vs5C,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12798
P02359,RS7_ECOLI,0.0,179.0,1vs7G,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12801
P0C0R7,RLME_ECOLI,0.0,209.0,1eizA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12804
P0AFX9,RSEB_ECOLI,5.0,318.0,2v42A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12807
P06992,RSMA_ECOLI,0.0,273.0,1qyrA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12811
P0ADX9,RSMD_ECOLI,0.0,198.0,2fpoC,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12814
P0A6U5,RSMG_ECOLI,0.0,207.0,1jsxA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12817
P38104,RSPA_ECOLI,0.0,404.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12820
P52108,RSTA_ECOLI,0.0,239.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12823
P46849,RTCA_ECOLI,2.0,338.0,3kgdC,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12826
P76446,RTN_ECOLI,40.0,518.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12829
P75898,RUTA_ECOLI,0.0,382.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12832
P75894,RUTE_ECOLI,2.0,196.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12835
P0ACU2,RUTR_ECOLI,0.0,212.0,3locA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12838
P0A814,RUVC_ECOLI,0.0,173.0,1hjrA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12841
P0AGH3,SAPB_ECOLI,132.0,321.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12845
P0AAH8,SAPF_ECOLI,0.0,268.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12848
P0AG76,SBCD_ECOLI,0.0,400.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12851
P33012,SBMC_ECOLI,0.0,157.0,1jyhA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12854
P30744,SDHM_ECOLI,1.0,455.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12857
P07014,DHSB_ECOLI,0.0,238.0,1nekB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12860
P0AG86,SECB_ECOLI,0.0,155.0,1qynD,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12863
P0AGA2,SECY_ECOLI,196.0,443.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12867
P16456,SELD_ECOLI,1.0,347.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12870
P0A9T0,SERA_ECOLI,1.0,410.0,1psdA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12873
P0A8L1,SYS_ECOLI,0.0,430.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12876
P31436,SETC_ECOLI,240.0,394.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12879
P77468,SFMD_ECOLI,18.0,867.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12882
P37680,SGBE_ECOLI,0.0,231.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12886
P39365,SGCC_ECOLI,230.0,437.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12889
P39361,SGCR_ECOLI,0.0,260.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12892
P76350,SHIA_ECOLI,243.0,438.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12895
P0AEU7,SKP_ECOLI,7.0,161.0,1sg2C,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12899
P0A9K9,SLYD_ECOLI,0.0,196.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12904
P0A832,SSRP_ECOLI,0.0,160.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12908
P0AGD3,SODF_ECOLI,0.0,193.0,1isaA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12911
P40874,MTOX_ECOLI,4.0,372.0,2uzzB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12914
P21170,SPEA_ECOLI,1.0,658.0,3nzqA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12917
P0A7F6,SPED_ECOLI,0.0,264.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12920
P0A951,ATDA_ECOLI,0.0,186.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12923
P0AFV4,SPR_ECOLI,15.0,188.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12926
P05707,SRLD_ECOLI,1.0,259.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12930
P0AGE0,SSB_ECOLI,0.0,178.0,1qvcA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12934
P0ACA3,SSPA_ECOLI,0.0,212.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12938
P75853,SSUA_ECOLI,3.0,319.0,2x26A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12941
P80645,SSUD_ECOLI,0.0,381.0,1nqkA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12944
P77515,STFQ_ECOLI,0.0,320.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12948
P0AFG3,ODO1_ECOLI,0.0,933.0,2jgdA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12951
P0AGE9,SUCD_ECOLI,0.0,289.0,1scuA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12954
P77689,SUFD_ECOLI,0.0,423.0,2zu0A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12957
P0ADG4,SUHB_ECOLI,0.0,267.0,2qflA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12960
P0ABZ6,SURA_ECOLI,7.0,428.0,1m5yD,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12963
P0A8U0,SYDP_ECOLI,0.0,181.0,3ffvA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12966
P0A867,TALA_ECOLI,0.0,316.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12969
P07018,MCP4_ECOLI,41.0,533.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12972
P69425,TATB_ECOLI,14.0,171.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12975
Q47537,TAUA_ECOLI,6.0,320.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12978
P37610,TAUD_ECOLI,0.0,283.0,1os7A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12981
P0AAD8,TDCC_ECOLI,209.0,443.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12984
P42630,TDCG_ECOLI,1.0,454.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12987
P25396,TEHA_ECOLI,158.0,330.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12990
P0AGG2,TESB_ECOLI,0.0,286.0,1c8uA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12993
P77163,TFAR_ECOLI,0.0,191.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12997
P30136,THIC_ECOLI,0.0,631.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13000
P30138,THIF_ECOLI,13.0,251.0,1zfnA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13003
P77718,THII_ECOLI,0.0,482.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13006
P0AGG0,THIL_ECOLI,0.0,325.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13009
P31548,THIQ_ECOLI,0.0,232.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13012
P00934,THRC_ECOLI,5.0,428.0,1vb3A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13015
P0A850,TIG_ECOLI,0.0,432.0,1w26A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13018
P33570,TKT2_ECOLI,3.0,667.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13021
P0A720,KTHY_ECOLI,0.0,213.0,4tmkA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13024
P19934,TOLA_ECOLI,14.0,421.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13027
P02929,TONB_ECOLI,14.0,239.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13031
P33225,TORA_ECOLI,18.0,848.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13034
P38684,TORR_ECOLI,0.0,230.0,1zgzA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13037
P52005,TORY_ECOLI,19.0,366.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13040
P0A862,TPX_ECOLI,0.0,168.0,3hvsA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13043
P36672,PTTBC_ECOLI,210.0,473.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13046
P36673,TRER_ECOLI,0.0,315.0,1bykA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13049
P23849,TRKG_ECOLI,240.0,485.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13052
P0A8I5,TRMB_ECOLI,0.0,239.0,3dxxA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13055
P0AE01,TRMJ_ECOLI,0.0,246.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13058
P0A879,TRPB_ECOLI,0.0,397.0,2dh5A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13061
P00895,TRPE_ECOLI,1.0,520.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13064
P00954,SYW_ECOLI,0.0,334.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13067
P0AA41,TRUC_ECOLI,0.0,260.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13070
P0A6P1,EFTS_ECOLI,0.0,283.0,1efuB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13073
P0A927,TSX_ECOLI,5.0,294.0,1tlwA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13076
P45463,TTDR_ECOLI,0.0,310.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13080
P0CE48,EFTU2_ECOLI,0.0,394.0,1ob2A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13083
P32132,TYPA_ECOLI,0.0,607.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13086
P0AAD4,TYRP_ECOLI,224.0,403.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13089
P0AGK1,UBIA_ECOLI,145.0,290.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13092
P0AAB4,UBID_ECOLI,1.0,497.0,2idbA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13095
P17993,UBIG_ECOLI,0.0,240.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13098
P37440,UCPA_ECOLI,0.0,263.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13101
P76373,UDG_ECOLI,0.0,388.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13104
P10907,UGPC_ECOLI,0.0,356.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13107
P0AGA6,UHPA_ECOLI,0.0,196.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13110
P0AGC0,UHPT_ECOLI,236.0,463.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13113
Q47706,UIDC_ECOLI,14.0,421.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13116
P69820,ULAC_ECOLI,0.0,154.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13119
P39306,ULAF_ECOLI,0.0,228.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13122
P04152,UMUC_ECOLI,0.0,422.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13125
P60472,UPPS_ECOLI,0.0,253.0,1x07A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13129
P07024,USHA_ECOLI,8.0,550.0,1ho5A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13132
P0A698,UVRA_ECOLI,6.0,940.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13135
P03018,UVRD_ECOLI,0.0,720.0,2is6A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13138
P0A6L7,UXAB_ECOLI,0.0,483.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13141
P39160,UXUB_ECOLI,0.0,486.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13144
P76214,VES_ECOLI,0.0,191.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13147
P09184,VSR_ECOLI,0.0,156.0,1cw0A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13150
P37750,WBBJ_ECOLI,2.0,196.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13153
P0ACC9,WCAB_ECOLI,4.0,162.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13156
P0ACD2,WCAF_ECOLI,3.0,182.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13160
P71242,WCAK_ECOLI,8.0,426.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13163
P0AC78,WECA_ECOLI,221.0,367.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13166
P56258,WECF_ECOLI,1.0,359.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13169
P76387,WZC_ECOLI,45.0,720.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13173
P27835,WZYE_ECOLI,179.0,450.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13176
P0AGM9,XANP_ECOLI,220.0,463.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13179
P45562,XAPB_ECOLI,235.0,418.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13182
Q46800,XDHB_ECOLI,0.0,292.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13185
P0A8P6,XERC_ECOLI,1.0,298.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13188
P04994,EX7L_ECOLI,0.0,456.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13191
P09099,XYLB_ECOLI,0.0,484.0,2itmA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13194
P37388,XYLG_ECOLI,1.0,513.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13197
P0AC98,YAAH_ECOLI,103.0,188.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13201
P30149,YABI_ECOLI,116.0,254.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13205
P36682,YACH_ECOLI,7.0,617.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13208
P36879,YADG_ECOLI,0.0,308.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13212
P37017,YADL_ECOLI,19.0,201.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13215
P28634,YAEB_ECOLI,0.0,235.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13219
P0AA97,YAEQ_ECOLI,0.0,181.0,3c0uB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13222
P0A8U2,YAFD_ECOLI,0.0,266.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13225
P0AA99,YAFK_ECOLI,20.0,246.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13228
P75672,YAFS_ECOLI,2.0,240.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13231
P37007,YAGA_ECOLI,0.0,384.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13236
P75683,YAGG_ECOLI,254.0,460.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13239
P77169,YAGJ_ECOLI,0.0,243.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13242
P77183,YAGQ_ECOLI,0.0,318.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13246
P77165,YAGT_ECOLI,5.0,229.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13249
P77802,YAGX_ECOLI,6.0,841.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13253
P77736,YAHD_ECOLI,0.0,201.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13257
P77624,ARCM_ECOLI,0.0,316.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13261
P75693,YAHN_ECOLI,122.0,223.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13265
P71311,YAIS_ECOLI,0.0,185.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13270
P77562,YAIW_ECOLI,3.0,364.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13273
P46122,YAJI_ECOLI,2.0,179.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13276
P77726,YAJR_ECOLI,244.0,454.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13279
P39830,YBAL_ECOLI,238.0,558.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13282
